hhsize,children,region,tenure,hhincome,gross_pay,number_in_work,food_and_drink,tobacco_alcohol,clothing,housing_and_energy,household_goods,health,transport,communication,recreation,education,restaurants_etc,misc_goods,total_consumption,non_consumption,total_expenditure,weight
1,0,East Midlands,Mortgaged,176.85,0,0,12.28,0,7.5,9.69,2.5,0,10,7.06,8.255,0,0,17.855,64.44,27.4131585737063,72.7002159217284,3463.5184845024255
2,0,South East,Mortgaged,285.424,144.24,2,57.625,45.865,4,25.32,4.445,0,9.5,1.38,32.185,2.15,23.095,7.38,196.03,73.6309586261865,240.864616722424,4074.008963834288
2,0,Yorkshire,Owned outright,269.924,0,0,58.245,0,6.995,32.28,14.2,0,0,5.13,15.22,0,0.225,9.06,157.94,19.2457809963791,273.23,3133.2015363851137
1,0,North West,Rented,190.852,0,0,21.28,12.65,0,2.02,2.87,0,32,17.61,7.185,0,0,23.94,185.675,0,97.3976923076923,3389.640017247082
2,0,South West,Owned outright,352.704,240.19,1,54.765,7.3,9,23.4,126.335,7.51,60.775,12.69,22.73,0,17.315,30.905,363.805,72.0814942230075,484.566246546846,2761.9353803437234
1,0,Scotland,Owned outright,135.962,0,0,15.75,3.84,7.5,24.11,4.395,0.345,24.65,11.03,41.685,0,21.515,6.145,216.9,9.77064309049538,120.590656108077,3891.3490131735534
1,0,South West,Owned outright,143.184,0,0,11.79,1.495,0,27.63,0,1.775,7.525,5.16,4.025,0,1,5.265,65.885,22.4669439015563,93.2754317959376,3761.205984450829
4,2,South East,Rented,349.22,306.88,1,30.55,16.8,69.795,98.5,23.04,1.17,9.3,13.85,57.24,0,21.29,8.435,196.26,17.6991495322128,214.375045664832,3669.663642880459
3,0,South East,Mortgaged,697.5,0,2,77.485,0,59.5638461538461,44.57,82.82,12.195,17.5,3.24,102.455,0,38.45,31.115,463.64,204.109053903078,543.370994395522,3975.171217313437
2,0,West Midlands,Rented,385.75,0,1,53.515,0,6.895,134.25,4.855,3.46,26.92,25.39,24.765,0,42.85,28.5,272.596923076923,27.3222060260682,350.728249807771,4275.806860358249
4,1,South West,Owned outright,524.2434,717.36,1,65.14,0,32.5,19.58,69.895,5.77,210.75,21.04,218.045,0,19.205,37.695,598.32,46.002012543683,512.665203553898,2660.7990815782077
2,0,South East,Rented,474.364,303.91,2,40.465,0,3.75,70.11,8.715,4.215,86.45,6.81,19.725,0,6.625,3.85,246.07,65.8624782694139,289.935,3427.1413968041597
2,0,Wales,Owned outright,424.864,0,0,35.22,30.635,6.225,10.85,6.775,1.89,0,3.69,16.98,0,2.83,12.53,94.935,19.2457809963791,83.6348598234148,3061.9714010638486
1,0,West Midlands,Other,461.54,0,0,21.41,3.99,0,18.95,7.375,0,34.62,7.6,23.48,0,142.97,10.275,302.875,92.3837853114703,237.207983228825,3936.0708448905143
2,1,North West,Other,228.62,94.12,1,7.925,0,16.99,11.3,8,0,15.2,5.54,21.065,0,0,13.63,106.105,9.40034662368284,106.252421236026,3787.4144768927663
3,2,East Midlands,Rented,160.59,60,2,28.035,20.87,10.99,96.4230769230769,12.29,0,38.9,9.69,8.065,0,13.62,7.565,312.555,18.5857078354644,270.33,2211.4071334815385
4,2,Scotland,Owned outright,1259.54,1000.08,2,154.4,2.815,50.9615384615385,18.15,32.645,0.995,219.065,82.2,115.555,0,50.15,65.7,624.06,43.1999752861108,707.224,4415.468893485536
1,0,Scotland,Rented,114.512,0,0,10.99,34.65,1.5,4.94,0,1.845,0,4.99,0,0,0,3.425,70.67,0,74.35,3203.182458529928
1,0,West Midlands,Rented,114.242,0,0,7.98,1.495,11.14,20,3.5,2.525,0,5.3,6.15,0,14.835,0,58.68,0,65.6617029832058,4093.896437603385
2,0,South West,Owned outright,450.782,40,2,62.8,0,6,23.96,79.97,3.25,108.91,20.58,70.65,10.85,34.93,51.475,456.74,85.7153484140007,579.302622918151,2852.3034615282245
1,0,West Midlands,Rented,105.25,0,0,12.12,9.78,0,6.64,0.635,0,15,0.15,6.35,0,0,13.39,53.79,2.5,93.079768335197,4099.318022789187
2,0,South West,Owned outright,441.9,339.26,2,78.66,9.585,39.25,31.23,58.6753846153846,33.05,31.98,18.16,22.025,0,59.45,25.925,367.145,31.8052256323056,273.64,3724.229274427851
3,1,South East,Rented,372.24,128.61,3,51.725,37.72,18.75,98.5,7.02,0.155,25.39,37.205,22.4,0,85.54,22.87,457.69,15.5510528329449,323.69,3873.3353591690993
1,0,London,Mortgaged,528.29,670.32,1,23.255,9.19,19.03,29.54,5.75,0.325,2.3,15.07,21.195,0,23.555,29.94,136.09,433.538202262711,906.738202262711,3443.00640414509
1,0,Eastern,Rented,140.362,0,0,25.505,0,9.995,4.94,5.375,0,0,6.92,9.255,0,0,29.505,139.655,0.69,111.135,3834.784640543813
2,1,North West,Rented,435.79,320,2,33.43,63.895,6.495,87.4015384615385,133.155,9.34,41.28,9.13,48.165,0,23.585,10.31,352.655,35.5766857247824,283.795636263889,3993.3847454260895
2,0,Scotland,Owned outright,591.94,255.02,2,52.57,36.47,0,8.37,6.065,0,48.77,5.38,82.14,0,28.385,13.915,253.885,33.2828258115699,362.23548910644797,4464.288144421256
2,1,London,Rented,116.18,0,0,54.88,0,62.49,246.7,7.135,0,210.52,53.95,9.23,0,163.46,46.385,521.635,0,496.91,4225.0888053943145
2,0,North East,Owned outright,410.032,0,0,69.15,7.39,0,74.435,68.51,0,15.5,7.57,227.26,0,2.725,18.55,524.51,2.71,397.79592231073,3083.38291490823
3,1,Eastern,Rented,794.3618,1297.49,3,83.945,0,1.1,91.51,0,0,26.1,72.7,22.615,0,35.945,6.946,467.55,23.42,483.602201175718,4542.36396794947
1,0,Eastern,Owned outright,142.786,0,0,20.55,0,48.5,9.69,152.01,1.745,13.875,3.23,31.375,0,13.205,11.925,228.895,16.0068452753346,173.98,4962.049626710134
1,0,South West,Mortgaged,348.87,436.57,1,26.065,0,0,19.26,34.525,2.465,163.106923076923,4.32,12.39,0,18.525,17.02,354.665,70.5585132726978,474.567360099062,4436.1808479511055
4,3,Northern Ireland,Rented,203.92,0,0,59.17,40.355,92.245,34.985,11.315,0,38.3,38.54,125.935,0,109.65,40.96,564.235,106.139751440672,613.635,1646.5129350901598
3,1,London,Rented,1267.15,422.73,2,55.345,0.695,14.75,182.41,2.32,4.305,96.01,37.31,35.13,0,119.025,146.08,744.95,98.3461697217221,766.624700449775,4169.923551522218
4,2,Yorkshire,Mortgaged,536.0176,252.83,1,74.95,41.72,0,13.31,1.335,24.77,17.33,8.54,24.66,0,18.69,47.825,301.291538461538,81.593,241.42,3450.576635994387
3,1,North West,Owned outright,144.53,0,0,6.005,0,0,9.23,1.95,1.12,0.6,10,0,0,0.94,9.94,36.78,18.8362221552583,35.21,3234.562693522392
1,0,Northern Ireland,Owned outright,480.292,0,0,63.96,0,8.5,147.93,6.48,0,20,9.54,42.73,0,24.9,29.835,268.43,42.6224518842918,447.9,865.1300932197356
3,1,West Midlands,Rented,590.913,486.97,2,20.85,6.95,15,161.82,3.495,0,98.015,16.19,37.95,0,66.815,22.145,442.245,61.4567223513981,636.633185427205,5331.292057405664
4,2,Northern Ireland,Rented,463.4,0,1,60.63,56.345,40.5,57.39,6.63,0.28,66.27,30,37.255,0,57.12,15.5796153846154,496.28,89.61,478.889720048776,726.09266668068
4,2,London,Mortgaged,786.91,155.32,1,62.805,29.685,0,32.1,11.495,0,26.04,4.36,26.26,0,8,52.66,281.04,129.71433771818,476.994,5476.875360989323
3,1,South West,Mortgaged,567.272,450,2,72.275,11.64,39.995,62.95,20.125,0,34.5,16.74,19.67,0,99.21,138.425,276.25,126.096646215939,450.584368854771,3255.8992545761853
5,3,Eastern,Mortgaged,543.28,103.2,2,40.305,9.245,49.465,35.92,13.155,28.245,20.1,2.77,95.01,0,50.995,28.61,496.53,62.4058593273687,675.060690791466,4377.043096177882
1,0,Eastern,Mortgaged,375.2782,373.92,1,27.235,0,0,26.745,8.135,0,25.49,9.89,48.17,0,23.635,9.895,184.55,53.8384222355226,187.489,3788.188989062173
4,3,South East,Rented,216.52,0,0,22.415,9.255,0,13.58,13.29,0,0,5.3,12.01,0,3.575,12.62,74.485,2.28273909970721,103.841739842119,4769.870671644836
2,0,South East,Rented,262.87,0,0,33.18,81.12,7,70.16,3.04,4.045,0,10,41.18,0,18.445,1.735,219.695,14.8835314364387,195.130369628786,3693.8983785036194
2,1,South East,Rented,167.38,0,0,49.815,12.725,0,4.39,32.56,1.525,0,6.92,4,0,2.52,0,142.490384615385,26.254099725369,103.75,4546.036654688263
1,0,Wales,Owned outright,174.862,0,0,20.365,0,0,41.08,0.79,0,9.85,13.08,2.415,0,28.545,9.23,77.22,13.3011974469978,181.187390139456,4134.046149094551
2,0,North West,Mortgaged,155.3,0,2,6.005,26.31,0,18.23,2.115,0,31.765,6.14,15.415,0,76.375,32.225,313.045,86.8335,422.634913660734,4328.923404620965
3,2,Eastern,Mortgaged,451.96,260,1,53.46,33.865,11,18.33,6.975,0,34,5.69,61.89,0,84.255,51.825,411.54,188.61929105424,830.826023332488,4495.3935525148945
1,0,Eastern,Owned outright,717.8376,925.82,1,5.185,0,0,21.875,2,10.405,60.005,5.585,80.895,0,60.675,9.525,230.26,33.5146175965976,390.668089959295,3061.69657416503
4,2,North West,Mortgaged,560,132.34,2,61.045,13.195,84.275,62.95,15.545,2.465,119.86,17.78,59.98,0,49.62,52.385,567.737307692308,97.677,648.459442815716,4220.966401912056
4,2,Northern Ireland,Rented,358.5,0,1,59.055,3.7,34,148.84,118.495,0,46.525,14.46,88.17,0,27.755,30.51,488.045,27.7272824451048,443.380270662461,841.0452631777504
6,3,Eastern,Mortgaged,392.61,0,1,109.86,4.745,11.5,47.5,12.935,3.275,68.45,9.92,24.765,25,25.11,20.46,253.57,105.24413738423,456.042154495052,3268.4163706042277
2,0,South East,Owned outright,644.784,0,0,47.345,12.49,0.595,24.96,1.5,0,37.45,3.46,12.915,0,0,7.78,150.825,47.8390075338535,224.995,3880.430890011346
1,0,South East,Owned outright,195.112,0,0,41.85,0,1.5,21.8,5.095,0,14.85,4.62,50.865,0,2.555,21.67,151.975,32.8987527088851,298.799783129702,3528.4026168873193
4,2,Scotland,Mortgaged,485.02,313.39,2,11.29,7.395,44.98,30.025,35.72,30.745,64.5,20.55,107.83,0,151.54,84.835,535.73,196.560562460962,674.115778112208,4710.583014290445
4,2,London,Mortgaged,3398.76,2893.83,2,154.17,2.495,59,68.16,26.29,3.505,0,24.4,352.925,0,159.62,95.06,1024.99,219.314494807111,1463.18468249688,3995.583360616673
8,8,Northern Ireland,Mortgaged,738.76,496.65,0,86.845,8.075,9.445,15.08,77.46,0,30.5,20.31,44.905,0,42,11.37,317.455,87.9420836118474,409.518393384791,737.535459376979
1,0,Yorkshire,Rented,149.042,250,1,28.925,0,1.72,69.24,0.815,0,0,8.27,9.025,0,0,0,91.6807692307692,12.2661100767836,102.66285045725,4399.254106455196
3,1,Yorkshire,Mortgaged,190.99,0,0,41.79,3.13,55.5576923076923,16.69,0,0,35.875,0,36.395,0,19.3,42.62,226.11,72.5576576467892,363.314874135546,4260.86627076792
1,0,North West,Owned outright,196.662,100,1,13.65,16.215,0,18.23,0,0,12,8.92,11.585,0,11.945,27.555,71.945,25.4913676294809,169.293415158461,2936.6753194657636
2,0,Wales,Rented,976.6462,668.24,2,28.855,7.535,48.75,140.34,17.5,4.02,101.69,7.85,25.615,0,89.16,15.37,569.605,41.2658872545468,473.221254545455,2676.164403648562
1,0,West Midlands,Rented,163.192,0,0,24.345,0,0,61.35,15.235,0,27.9,6.23,5.345,0,0,8.725,240.7,18.5280157679044,189.653451622979,4099.318022789187
2,1,Wales,Rented,112.68,0,0,21.39,0,6.99,111.92,12.085,0,0,13.85,3.805,0,0,8.14,180.38,3.65,187.484905191626,3551.887824604607
2,0,Merseyside,Mortgaged,481.16,0,2,76.96,3.69,12.5,12.66,4.18,0,20,8.54,49.995,0,0,161.215,298.878846153846,228.108307844731,726.029037886203,3384.26840058834
1,0,West Midlands,Rented,136.602,0,0,16.625,4.995,0,70,12.365,0,1.575,0,9.08,0,8.35,7.26,112.514230769231,0.6,143.095904872104,4179.117760500913
1,0,Northern Ireland,Mortgaged,296.54,382.66,1,24.6,8.495,0,17.7,2.36,9.385,0,7.06,42.09,0,64.575,3.81,146.13,81.8659145482804,265.784816189128,1073.4238982612635
1,0,South East,Mortgaged,176.85,0,1,4.365,0,0,7.5,0,0,0,11.92,8.635,0,0,3.355,48.115,81.0734058487874,117.583884862978,3322.9320336245733
2,0,Scotland,Mortgaged,706.74,708.33,1,66.03,0,32.125,21.19,14.805,1.25,44.325,13.69,214.6,0,72.065,34.585,710.318,104.051236881719,511.854945570036,4689.995981142544
3,0,Northern Ireland,Owned outright,586.722,156.55,3,25.025,24.095,102.095,32.845,6.715,1.385,40.65,15.26,87.36,0,53.41,34.82,464.87,284.06,832.947364169108,1321.117886888071
3,1,Eastern,Owned outright,548.55,268.69,2,36.06,0,65.995,32.845,20.45,2.905,28.52,17.4,28.4130769230769,0,52.19,52.36,302.505,75.9178098232246,516.082181957761,4147.437714346105
2,0,East Midlands,Mortgaged,721.7736,883.38,2,39.665,9.98,7,47.35,329.79,1.245,17.98,33.23,23.055,0,41.465,23.33,557.1,223.984407389821,839.469277325111,5002.848929053035
2,1,Northern Ireland,Rented,247,0,0,50.62,0,0,45.9519230769231,16.2180769230769,1.8,9.275,10,68.74,0,76.06,8.6104,151.174230769231,23.5097698970298,225.373742305371,1306.7019668318194
4,2,South West,Mortgaged,762.07,757.27,3,115.405,5.485,0,11.63,18.235,47.275,203.327692307692,17.39,37.39,0,37.075,67.175,627.865,152.793722552387,751.530229868646,4896.415966419368
2,1,East Midlands,Rented,143.05,0,0,9.905,8.31,4.75,5.84,5.72,0,15.5,0,3.86,0,0,6.99,65.315,0,65.705,3172.601719970397
1,0,London,Rented,214.17,266.31,1,46.88,4.48,0,92.29,13.09,11.425,39.77,5.01,56.72,0,5.45,3.485,233.906538461538,13.7029281078382,349.054092639594,4070.761009575499
1,0,London,Mortgaged,1222.1976,339.95,1,141.035,0,21.125,30.19,49.525,0,96.57,24.08,19.625,0,5.465,38.24,290.1,204.891438906267,507.525,4044.552517133561
1,0,West Midlands,Owned outright,156.728,0,0,22.92,0,0,99.48,17.7,0,0,11.92,9.345,0,0,13.065,152.015,17.0872654545455,171.685,3398.1596511104817
2,0,London,Mortgaged,759.74,674.61,2,16.25,0,0,25.96,16.51,9.495,55.31,46.385,138.32,0,69.475,31.43,400.22,201.913465596191,569.203111590965,3945.340006659774
3,1,Eastern,Mortgaged,1090.6664,563.55,2,48.215,21.52,0,39.255,5.325,0,30.23,5.38,21.72,0,6.45,35.505,281.79,130.877352118305,629.027728375501,4771.494648774212
1,0,Eastern,Mortgaged,280.65,365.75,1,33.435,2.99,11.22,14.75,3.23,0.38,0,3.69,24.77,0,10.65,9.01,125.505,126.621202477574,255.029519261327,3572.7996531784047
3,2,Northern Ireland,Rented,148.61,0,0,48.575,0,37.98,102.95,0,0,16.46,7.15,28.435,0,50.435,16.1,266.34,34.7750906413027,336.889820658932,913.9243598919336
2,0,South West,Owned outright,334.2,0,2,38.77,60.45,0,18.33,22.37,0,42.61,11.31,8.83,0,0,20.795,151.87,17.7686179846939,264.666927142857,4644.899385472611
1,0,Northern Ireland,Rented,164.042,0,0,16.145,0,0,10.4846153846154,2.09,1.15,3,5.65,12.6,0,8.5,2.12,83.675,0,69.54,1267.7015314630023
1,0,North West,Owned outright,541.9,0,0,47.63,10.875,40.495,20.82,5.225,1.49,40.65,3.5,84.67,0,29.32,28.44,318.91,15.96,359.474952149385,4211.997051305131
5,3,Scotland,Mortgaged,129.23,0,1,101.82,0,50.555,222.2,154.6,0,0,15.96,13.025,0,13.5,17.3,395.22,86.1211175235121,370.920735915493,4344.963301806603
3,1,Merseyside,Mortgaged,658.75,695.68,1,74.955,0,15.5,34.64,14.67,1.185,16.46,5.77,108.485,0,0.92,19.28,339.93,211.898740755194,549.866203863434,4537.092288344871
2,0,South East,Mortgaged,555.47,384.65,2,43.74,18.36,61.515,45.39,3.62,0,96.83,6.15,52.435,0.77,29.705,18.09,275.365,111.609035907708,402.550073813061,4001.079898593041
4,1,Northern Ireland,Mortgaged,640.0082,328.76,3,72.54,0,0,15.97,5.105,0,39.51,9.81,14.965,0,61.895,9.125,249.9,165.400063206362,439.046607845962,737.535459376979
2,0,North East,Owned outright,249.27,0,0,24.93,0,0,43.06,3.505,0.735,0,2.02,16.915,0,5.97,10.61,112.085,30.0130188635005,168.283747514911,3106.218531773763
1,0,London,Rented,121.622,0,0,23.56,0,0,21.5,0.5,0,0,2.15,3.15,0,1,0,52.135,0,68.19,3709.263700573952
1,0,South East,Rented,198.442,0,0,16.475,15.81,0,13.07,0,0,0,3.62,2.65,0,3.025,13.095,86.225,0,80.555,4695.317629274212
2,0,Scotland,Rented,269.374,123.93,1,31.07,0,24,62.19,2.275,0,65.39,6.92,29.845,0,73.995,16.455,350.415,15.4837642054237,410.30426989703,3578.820860688901
2,0,North West,Mortgaged,165.312,0,2,77.65,0,48.475,28.99,331.97,0,10,7.15,55.865,0,43.71,44.78,416.415,81.2630442206978,847.61920774819,3652.324563991309
1,0,East Midlands,Mortgaged,323.4826,442.34,1,40.03,5.495,15,10.46,9.06,0.48,70.43,6.97,141.64,0,26.2,36.925,522.48,228.437199677777,709.137344017069,4168.599385555176
1,0,London,Mortgaged,45,0,0,16.705,11.405,0,23.21,2.415,0,0,4.62,9.345,0,5.07,3.275,99.15,67.4553189817097,112.217,5071.455716703754
2,0,Wales,Owned outright,527.34,0,1,39.74,0,16.21,39.96,1.72,0,68.24,5,1,0,9.87,32.685,261.425,58.2074582637729,332.305209967211,3482.5065247844905
4,2,South East,Mortgaged,952.8882,1089.78,1,16.535,5.74,0,27.47,2.23,9.145,169.525,13.84,52.055,0,106.485,21.195,468.605,309.764247391983,697.002,3501.369643748908
2,0,West Midlands,Rented,886.6,0,1,62.035,54.525,0,77.54,29.255,32.55,517.64,26.24,100.7,0,45.655,111.055,1639.02,82.8341861649193,1218.06341566652,3247.554510557487
1,0,South West,Rented,127.312,0,0,12.18,1.495,11.14,19.58,3,11.5,0,4.54,0.275,0,3.975,0.645,95.41,9.23,100.68898660821,3570.6759907784376
3,0,Yorkshire,Rented,176.192,172.55,3,35.735,13.4,14.53,59.41,8.35,0,3.25,56.54,20.4838461538462,0,23.41,0,158.545,0,180.17,5166.420902377613
1,0,Yorkshire,Owned outright,280,474.45,1,20.205,4.64,20.49,14.2,0.72,0,15.19,10.15,4.64,0,0,19.48,86.485,7.93,274.566672567677,5093.4668528728325
1,0,South East,Owned outright,173.142,0,0,8.425,0,34.975,30.76,4,0.645,21.6,4.23,9.42,0,5.4,25.735,159.605,366.54,640.10365311211,3689.0264471154537
1,0,London,Rented,132.042,0,0,27.18,0,0,6.69,1.405,0,0,0,11.335,0,0,0.65,69.23,0,71.13,5947.653838666856
2,0,West Midlands,Mortgaged,1182.8,846.22,2,57,16.56,0,51.125,46.46,18.3,55.35,31.55,27.51,0,154.03,100.175,702.11,304.548164212488,803.946216777308,4407.5988504738825
1,0,South East,Rented,198.442,0,1,34.365,11.285,24.495,87.695,7.905,0,0,3.21,20.175,0,0,8.37,157.65,2.845,173.515981029153,5798.347879817373
2,0,Northern Ireland,Owned outright,278.354,0,0,43.285,20,44.35,12.79,10.47,0,14.5,11.54,7.355,0,10.45,6.98,188.54,16.7479773171484,183.022922668486,1175.484614777352
3,1,South West,Rented,784.46,116.25,2,109.43,0,30,95.5,73.405,2.22,81.35,29.77,28.83,0,41.825,52.895,329.55,123.625,877.745,4421.1403213066405
2,0,South East,Owned outright,3540.6068,1442.42,1,135.505,28.77,18.48,37.31,144.785,603.25,89.62,3.69,280.17,184.62,71.72,531.715,714.965,138.708488850885,803.137544791142,3205.1562153487207
4,2,Scotland,Mortgaged,1079.7,866.67,3,47.525,32.025,110.475,30.9,24.045,0.13,106.15,48.46,86.325,9.5,83.38,28.005,720.645,146.351003441182,595.13201501896,4085.7765519564664
2,0,Eastern,Mortgaged,1100.53,896.01,2,39.685,0,35.245,30.7,9.04,20.565,130.895,5,41.425,0,33.55,60.97,385.29,153.709314231685,707.224,4894.84195781706
2,0,Northern Ireland,Owned outright,590.432,440,2,85.87,0,3,9.23,7.98,2.74,104.43,5.38,10.865,0,0,17.425,224.825,11.54,376.862373496748,946.478855270258
3,0,North East,Owned outright,397.504,0,0,107.1,25.445,1.875,36.92,1.22,1.435,128.33,34.85,30.495,0,19.085,17.615,309.805,66.3685222857143,345.356928424305,4586.910909821766
1,0,South East,Owned outright,154.782,0,0,26.785,0,6.345,10,0.93,0,5.2,14.04,22.275,0,6,19.715,100.51,14.990878359509,108.039730193831,3545.7666800399934
3,2,South East,Rented,397.32,151.39,2,48.05,0,36.485,135.17,36.82,1.495,35.86,17.5,22.4,0,101.13,30.65,390.075,27.305172060937,504.435,2821.2979904887006
2,0,Eastern,Mortgaged,400.52,0,2,45.44,0.895,0.995,29.91,16.58,0,10.72,5.67,29.12,0,11.565,11.645,163.255,94.0291822721598,372.003953854506,3209.428524412186
1,0,London,Rented,230.13,183.36,1,30.805,35.8,0,64,4.16,1.995,0,10.77,23.435,0,26.62,2.4,150.621153846154,21.3044651436031,146.94,4702.937829650561
2,0,South West,Owned outright,180.4,0,2,27.725,0,0,22.96,1.185,0,47.985,6.43,8.525,0,54.705,16.135,174.635,29.5871048416592,212.795,3150.0908985307387
4,2,Eastern,Mortgaged,885.77,976.66,2,42.03,0,36.225,34.89,4.27,2.54,144.995,21.91,48.775,0,71.925,34.88,455.76,146.90278531147,564.2359400065,3366.704463327435
4,2,Scotland,Rented,277.24,254.65,1,40.74,4.395,0,54.77,69.88,0,4.975,18.65,15.655,0,76.05,11.81,309.705,7.61871396393847,274.99401595413,4590.558612296988
2,0,East Midlands,Owned outright,375.6,0,0,33.92,11.17,2,17.76,4.03,1.89,68.34,4.62,8.72,0,0,24.08,193.09,47.7698100075013,401.61973577379,3977.0700213416503
1,0,North West,Rented,213.842,0,0,17.095,0,0,9.6,2.87,0,0,3.65,0.3,0,5.895,6.77,85.995,0,44.515,4962.049626710134
1,0,Merseyside,Rented,222.042,0,0,5.42,16.26,20.49,17.3384615384615,1.2,0,72,8.84,10.225,0,0,0.71,200.985,0,172.621702957255,4070.711041048467
1,0,London,Rented,375,85,1,10.995,0,0,188.42,0,0,53.14,22.01,13.81,0,14.49,5.3,302.345,17.9627771771772,330.137327627656,4474.78153510346
1,0,West Midlands,Rented,275,326.95,1,6.7,0,0,90.23,0,0,7.85,3.62,14.39,0,0,7.495,115.375,12.9329687776962,306.399609948616,4257.643300772664
5,3,West Midlands,Rented,466.76,0,1,86.215,8.3,16.495,15.95,34.48,0,0,9.15,89.315,0,100.86,0,314.775,2.92,604.275615305067,3808.351289730106
4,2,South West,Owned outright,384.98,0,1,52.085,0,7.5,21.15,29.62,0,42.61,5.18,43.14,0,4.74,127.41,479,26.921588751885,285.3,2645.4337595078564
1,0,Yorkshire,Mortgaged,209.89,261.76,1,20.645,4.99,25.87,10.37,6.65,0,36.27,7.41,7.185,0,54.04,12.465,281.435,51.6355359580148,281.962772492911,5045.6469724782855
1,0,East Midlands,Owned outright,122.052,0,0,18.005,6.5,4,16.26,4.23,1.475,0,6.075,2.68,0,23.1,9.9,85.995,18.6239277589164,124.53,4217.793400443869
2,0,South West,Owned outright,70.79,0,0,85.16,10.675,15.875,13.59,25.375,8.01,10,13.31,18.28,0,14.3,9.285,206.38,7.2,237.039930947754,3343.8688464619013
2,0,North East,Owned outright,367.284,0,0,10.79,1.495,0,4.23,123.08,0,16.35,2.2,7.9,0,9.15,13.78,262,128.866751243094,236.820393312102,4315.481870842379
1,0,North West,Rented,177.87,0,0,45.34,0,15.235,22.25,12.555,0,32,6,13.865,0,7.95,20.96,145.375,3.6,272.035,3938.9690194598647
2,0,South East,Owned outright,13.66,0,0,91.02,5.19,0,45.45,3.1,1.845,13.15,4.46,23.84,30.77,44.535,16.77,277.325,32.7998140617344,238.84,3563.8303025714827
2,0,West Midlands,Mortgaged,1182.8,896.49,2,39.485,4.095,15.125,40.82,3.725,4.27,130.895,8.9,8.12,0,54.29,42.095,297.630769230769,309.611206544082,682.234878632228,4223.214985629672
4,2,South West,Owned outright,1131.5968,621.5,2,27.665,16.31,0,38.8,7.24,3.715,73.525,6.46,20.185,0,6.45,35.505,308.105,14.3714259487601,349.528466361029,3356.835679233466
3,0,East Midlands,Mortgaged,1026.8,672.26,3,35.875,33.285,16.495,26.26,7.775,13.86,64.8,12.1,127.165,0,139.705,69.44,926.485,138.438625509414,591.264735358716,5774.437939620082
1,0,East Midlands,Owned outright,245.552,325,1,19.715,4.87,0,24.725,1.41,1.47,58.57,3.21,2.58,0,0,25.19,300.527692307692,20.5816168198199,316.092011830306,3426.7666328512237
